Place ID,Name,Latitude,Longitude,Rating,Number of Reviews,Price Level,Address
ChIJywB_DACJVDcR00DDS33YDg4,Nabab Cafe and Chinese,23.3772912,91.0580631,4.5,2.0,,"Barura 3560, Bangladesh"
ChIJlVbgeFuJVDcRjkI2GKiVdIw,Barik Sweets,23.3764479,91.0558958,5,3.0,,"93G4+H9R, Dewra Bus Station Rd, Barura, Bangladesh"
ChIJBy0FItuJVDcRDujIhPsvRMs,Vojon Bilas,23.3760161,91.05355689999999,5,1.0,,"93G3+CF6, Barura, Bangladesh"
ChIJAQAAwAGIVDcRbINYeXg4QMs,Shail Chow,23.3773638,91.05502220000001,3.5,4.0,,"93G4+W2R, Barura, Bangladesh"
ChIJDS1JVuqJVDcRQmhWcOSzipA,হাজী ক্যাফে এন্ড রেস্টুরেন্টে,23.3785309,91.0499971,3.5,2.0,,"92HX+CX9, Barura-Jhalam road, Bangladesh"
ChIJ2Qa9DUaJVDcR4GwsGk_23FY,Hotel Darussalam,23.3762571,91.05754549999999,3,1.0,,"93G5+G32, Barura, Bangladesh"
ChIJJyTXUgCIVDcRm2PGqvZdlgg,Taj Mahal Hotel and Restaurants,23.3760891,91.05259749999999,3.7,182.0,,"93G3+C2Q, Lalmai-Barura Rd, Barura, Bangladesh"
ChIJKZ_ljluJVDcRJbDI4KYuBpg,Saudia Hotel & Restaurant,23.3763855,91.055644,4.1,20.0,,"lalmi, 93G4+H72, Barura Rd, Barura 3500, Bangladesh"
ChIJ8SGmn8-JVDcRXAIm-dxeDgQ,SAHA SWEETMEAT,23.3760122,91.05344269999999,5,2.0,,"Barura, Bangladesh"
ChIJQTCEroiJVDcRKznDpi-jp_M,Joy,23.3773638,91.05502220000001,0,,,"93G4+W2R, Barura, Bangladesh"
ChIJB4i82wKJVDcR9j9Oxaq8K58,ABDUL LATIF MASTER BARI,23.3762113,91.0556548,0,,,"93G4+F7J Moskipur, Barura, Bangladesh"
ChIJQVBMApuJVDcRPLxP3Awz1Qg,জার্মান হোটেল এন্ড রেস্টুরেন্ট,23.3760878,91.0540245,2.3,3.0,,"93G3+CJJ মধ্যম বাজার, Barura, Bangladesh"
ChIJoRGTDY-JVDcRQ0Re6hpSqGQ,শিয়ালধাইর পূর্ব পাড়া জামে মসজিদ,23.3773638,91.05502220000001,0,,,"93G4+W2R শিয়ালধাইর, Barura, Bangladesh"
ChIJATE6-pWJVDcRlBnsiBO2kwo,"Lotippur,Barura,Cumilla.",23.3761977,91.05563269999999,0,,,"93G4+F7J Lotippur, Barura, Bangladesh"
ChIJDVwOuwGIVDcRwq94ZtyHTNc,Hotel Super Star,23.3767756,91.0554478,4.1,38.0,,"93G4+P58, Barura, Bangladesh"
ChIJOev3AQCHVDcRpjRql31DE-A,মায়ের দোয়া হোটেল,23.3767908,91.0593511,0,,,"93G5+PP9, Barura, Bangladesh"
ChIJ_96uEw-JVDcRbSnAUE0OqQM,Better burger Barura,23.375667,91.0485063,3.8,9.0,,"92GX+7C6, College road, Barura, Bangladesh"
ChIJB-W4wmd7VDcR36jKFQQtAXA,মনির হোসেন ভুটমুরি,23.552236,91.12689859999999,4.3,4.0,,"H42G+VQ2 Bus Stop, Comilla - Burichang Rd, Burichang, Bangladesh"
ChIJj-QYkt17VDcRWhwj2zRRiB4,ফুড পার্ক বুড়িচং এরশাদ ডিগ্রি কলেজ সংলগ্ন,23.5501302,91.12808819999999,2.5,2.0,,"H42H+364, Road, Burichang, Bangladesh"
ChIJtciNXRp6VDcRFATpCcC9Hok,পানসী রেস্তোরা,23.5534193,91.12695149999999,4.1,71.0,,"Cumilla 3520, Bangladesh"
ChIJD7MYqrV7VDcR1Z8Gv9IMmQ4,পূর্বহুড়া তহশিলদার বাড়ি,23.5534113,91.1267,0,,,"H43G+9MW, Burichang, Bangladesh"
ChIJxw7vsFN7VDcR1Yac4L-Mfk4,নবাব বিরিয়ানি হাউজ,23.5538562,91.12666010000001,5,1.0,,"H43G+GMV, Burichang, Bangladesh"
ChIJ0TreZBp6VDcRie7kUp06Nfs,Bosondhara Hotel & Restaurant,23.5533307,91.1264345,3.8,57.0,1.0,"H43G+8HM, Road, Burichang, Bangladesh"
ChIJsadZUBp6VDcRPQDnHkacz2E,Sokal Sondha Hotel & Restaurant,23.5533424,91.12757839999999,4,27.0,1.0,"H43H+82P, Burichang, Bangladesh"
ChIJ97PLNGp7VDcRIhBw7TGmZ9E,বুড়িচং স্টার কাবাব,23.5529891,91.1267113,5,2.0,,"H43G+5MV, Road, Burichang, Bangladesh"
ChIJd6vxH0h7VDcRkDaEIqaLyLE,Ershad chotpoti and fuskha,23.5535139,91.1274864,4,1.0,,"H43G+CX5, Road, Burichang, Bangladesh"
ChIJzzzw00F7VDcR0UZeDmw_LQI,আল- আমিন তৃপ্তি চটপিট- ফোসকা - হালিম,23.5534113,91.1267,0,,,"H43G+9MW চৌমুনী, Burichang, Bangladesh"
ChIJ3d4Np3l7VDcRE5vb15Hirzg,montaz hotel&restitent,23.5529025,91.12630179999999,0,,,"H43G+5F4 Bus Stop, Comilla - Burichang Rd, Burichang, Bangladesh"
ChIJVVYMYhp6VDcR6mQn8e96vBE,Dada Vai Hotel & Restaurant,23.5538049,91.12651220000001,4,24.0,,"H43G+GJC, Comilla - Burichang Rd, Burichang, Bangladesh"
ChIJYTAXZxp6VDcR20z-tX66_fY,Norjahan Hotel and Restaurant,23.5534152,91.1268243,4,650.0,2.0,"H43G+9P8, Comilla B:Baria Bypass Road, Burichang, Bangladesh"
ChIJpYl5AfZ7VDcRTo43EDJpwew,ক্যাফে জাহিন,23.5552343,91.1264607,0,,,"H44G+3HV আলহাজ্ব কফিল উদ্দিন কমপ্লেক্স, Burichang, Bangladesh"
ChIJT4jpFih_UzcReNd2IPCkiyI,Al.Madina hotel and restaurant,23.3057897,91.26984750000001,3,2,,"8749+8W9, Bangladesh"
ChIJz6gV7oJ_UzcRXG9Z6XbNN8I,ভাই ভাই হোটেল অ্যান্ড রেস্টুরেন্ট,23.3057896,91.26984750000001,1,2,,"লালার পুল ব্রিজ ছুপুয়া চৌদ্দা গ্রাম কুমিল্লা।, 8749+8W9, Bangladesh"
ChIJ_dQZ5IRlVDcR9X_rTXbito8,Royal Restaurant & Doi Fuchka House,23.4886055,91.00418809999999,4,11.0,,"F2Q3+CMV, Chandina, Bangladesh"
ChIJ_-IUxPRlVDcRD2Dw8JBMlKQ,AJWA SALAM AL ARABIA( COFEE SHOP & GRILL HOUSE),23.4886386,91.0050648,4,13.0,,"F2Q4+F24, Dhanshiree - Bus Stand Rd, Chandina, Bangladesh"
ChIJZyVo-QZlVDcRa4LsFVPlLok,Shihon part,23.4875801,91.00793829999999,5,2.0,,"কোর্ট মসজিদ, Upazila Rd, Chandina, Bangladesh"
ChIJEwdOIYtlVDcRJp1tgMFg_lQ,ST Online Pizza,23.4858799,91.00883309999999,4.5,2.0,,"F2P5+9G4, Chandina, Bangladesh"
ChIJEZGAkc5lVDcRgPWcPJNjvqg,রাঁধুনী রেস্টুরেন্ট এন্ড পার্টি সেন্টার,23.4892481,91.00846729999999,5,2.0,,"F2Q5+M9W ধানসিঁড়ি, (আজগর টাওয়ার, স্টেশন রোড, Chandina, Bangladesh"
ChIJiVITgJxlVDcRNz1EE2AzFro,Onnorokom restuarant,23.4894368,91.004628,3,2.0,,"F2Q3+QVC, Chandina, Bangladesh"
ChIJaUtBXvtlVDcRyDhTlaamftA,Bismillah hotel & restaurant chandina,23.4879914,91.002568,4.7,3.0,,"F2Q3+52M, Chandina, Bangladesh"
ChIJ7753vH1lVDcRBzlKDbJc49E,Dhaka Biriyani House,23.487799,91.0027336,4.1,8.0,,"F2Q3+33P, Chandina Grand Trunk Rd, Chandina, Bangladesh"
ChIJjz7sJABlVDcROGt4HANlpVI,Amin restaurant,23.4880055,91.002409,3.5,4.0,,"F2Q2+6X3, Chandina, Bangladesh"
ChIJr9nxm5ZlVDcRGmxoKO5orfM,Rihan Food Cafe,23.4856088,91.00826189999999,5,1.0,,"F2P5+68R, Chandina, Bangladesh"
ChIJu-dBisRlVDcRyXvvc9gjyy0,onnarakam doi foska & restaurant,23.4892481,91.00846729999999,5,1.0,,"F2Q5+M9W, Chandina, Bangladesh"
ChIJBboSf6VlVDcR93R1-j67ddo,Mk Food,23.4833842,91.0136383,3.6,18.0,,"F2M7+9F2, চান্দিনা, Bangladesh"
ChIJb13jgGllVDcRmqEspyxWIs8,Classic Restaurant & Kabab House,23.4890862,91.00445329999999,5,2.0,,"Ajgor tower bus stand, Comilla 3510, Bangladesh"
ChIJw3sqQ_RlVDcRmHOthL_1Hno,শাহ ফাতেহাবাদী রেষ্টুরেন্ট,23.4892481,91.00846729999999,0,,,"Tamta -Khasarikhola Chumoni, F2Q5+M9W, Chandina 1236, Bangladesh"
ChIJY-rnCgBlVDcRsuqE64s5vEQ,ইত্যাদি হোটেল এন্ড রেস্টুরেন্ট,23.4890689,91.0024949,4.5,2.0,,"F2Q2+JXH, Dhaka - Chittagong Hwy, Chandina, Bangladesh"
ChIJb6YpPQBlVDcRxQsKA-v9rdE,Soft Burger,23.4871991,91.0051984,5,3.0,,"Chandina Bazar Masjid, Chandina, Bangladesh"
ChIJ9X3a9fplVDcRiDpNX6WLQtg,Arabian Best Fried Chicken & Other,23.4892481,91.00846729999999,0,,,"F2Q5+M9W, Chandina, Bangladesh"
ChIJXYB-3f9lVDcRFomyWDF2gY0,Utsob resturant,23.4871135,91.00469679999999,5,2.0,,"BRAC Bank Chandina Branch, Jainal Abedin Shopping Mall, Moddho Bazar Thana Road, Word No: 05, Chandina- 3510, চান্দিনা, Bangladesh"
ChIJcz9hv_ZlVDcRdmuvcibmAFA,Deshpriyo Mistanno Vander,23.4878845,91.0034084,5,1.0,,"F2Q3+593, Chandina Grand Trunk Rd, Chandina, Bangladesh"
ChIJvXNgFytlVDcRxNroVCwTC0I,Radhuni Restaurant & Party Center,23.4886515,91.0044784,3.5,11.0,,"F2Q3+9WV, Dhanshiree - Bus Stand Rd, Chandina, Bangladesh"
ChIJH4MKrSplVDcRKoKenQTYI1w,মক্কা রেস্তোরা,23.4878653,91.00430679999999,4.2,76.0,,"Baniapotty Rd, Chandina, Bangladesh"
ChIJm1S7RLVlVDcR3kruJzxYwok,Eat & Treat Restaurant,23.4875372,91.00588499999999,5,2.0,,"Babul commissioner market, চান্দিনা, Bangladesh"
ChIJDV2TdG1kVDcRQ6bhkYOzc50,Al-Madina Bangla & Chinese Restaurant,23.4877364,91.0033347,3.6,107.0,,"F2Q3+38P, Chandina, Bangladesh"
ChIJ467UnqBlVDcRo-WnkjCAdjc,ভুতের বাড়ি চাইনিজ রেস্তোরা,23.4876006,91.0061834,3.1,15.0,,"Goru Bazar Rd, khan bari road , Fol-kori kindergarten biporit side, F2Q4+2FV, চান্দিনা, Bangladesh"
ChIJJYkiVmxkVDcRG2tAdlSJm4c,Gaochia Hotel And Restaurant,23.4893009,91.00441889999999,3.1,9.0,,"F2Q3+PP9, Z1008, Chandina 3510, Bangladesh"
ChIJ0yYRmQxlVDcRJuTK6TV33Pg,Best food,23.487697,91.00223149999999,3.9,61.0,,"Chandina Grand Trunk Rd, Chandina, Bangladesh"
ChIJ7eoMw0FlVDcRzQZ1Pla0_Ec,Vutar Bari Chinese Restaurant & Ishti Kutum Community Centre,23.4875862,91.0059789,0,,,"Chandina, Bangladesh"
ChIJ8XbYOA9lVDcRiEfDVHg6hE0,সোহাগ,23.4892481,91.00846729999999,0,,,"F2Q5+M9W, Chandina, Bangladesh"
ChIJqfOBSSplVDcRchHKx093_rg,ছান্দু হোটেল,23.4890914,91.00284090000001,3.8,89.0,,"F2Q3+J4W, Dhaka - Chittagong Hwy, Chandina, Bangladesh"
ChIJeSzw0ihlVDcR1DS8m56IPag,নূরনী হোটেল এন্ড কাবাব ঘর চাইনিজ ও কমিউনিটি সেন্টার,23.4892481,91.00846729999999,5,1.0,,"F2Q5+M9W হাজী মার্কেট ২য় তলা, Chandina, Bangladesh"
ChIJveaoWQBlVDcRGoo0eBpDDnY,I'M HUNGRY,23.489104,91.00292410000002,0,,,"F2Q3+J5W, Dhaka - Chittagong Hwy, Chandina, Bangladesh"
ChIJR7C6Vr5lVDcRozmB9OHar8o,chowdhury market(2 floor),23.4892481,91.00846729999999,0,,,"F2Q5+M9W, Chandina, Bangladesh"
ChIJ___Lqm1kVDcRb1Rd7tnu8H4,Easin Foraze,23.489255,91.0036746,3.7,6.0,,"F2Q3+PF3 Bus Stop, Chandina 3510, Bangladesh"
ChIJE5c6eN5lVDcRI8nkaF9YJ7Q,উৎসব বাংলা & চাইনিজ রেস্তোরা,23.4873762,91.0043644,3.9,7.0,,"F2P3+WPQ, Chandina Grand Trunk Rd, Chandina, Bangladesh"
ChIJXS46QiFlVDcRB958xGQmA7Y,জম জম হোটেল,23.4865097,91.0032155,5,5.0,,"sub register office, Chandina, Bangladesh"
ChIJV5KkRqplVDcR9e8BYzCEuyo,Snacks Bite,23.4885368,91.0051072,3,2.0,,"F2Q4+C29, Dhanshiree - Bus Stand Rd, Chandina, Bangladesh"
ChIJmcXAAadlVDcRYMUn4id8maU,যামুনা হোটেল,23.4886868,91.0037717,4.7,3.0,,"F2Q3+FGF, Chandina 3510, Bangladesh"
ChIJs6Ni2pRlVDcRe6kjNgZC7JQ,"New Rajmoni Hotel Chandina, Hazi Jobbar Charmen Market",23.488619,91.0047462,0,,,"F2Q3+FV9, Chandina, Bangladesh"
ChIJK2IQhhtlVDcRlvk9lGrgqiQ,রাফিন হোটেল এন্ড সুইটস,23.488451,91.00848099999999,0,,,"Upazila road, chandina, Comilla 3510, Bangladesh"
ChIJbYbIazFlVDcRsCjJH-yw-jo,শাওন ব্রয়লার হাউজ (মুরগি দোকান),23.4934724,91.006277,4.6,5.0,,"Nabiabad-Barkamta Rd, Chandina, Bangladesh"
ChIJxxcPtIhRVDcRNo_bGsnfmcU,New Cafe corner,23.5337705,90.7236868,4.4,5.0,,"N1 Dhaka - Chittagong Hwy, Daudkandi, Bangladesh"
ChIJXxLf009RVDcRFGP6y-ZMVrw,মায়ের দোয়া হোটেল,23.5336538,90.7244925,5,1.0,,"GPMF+FQ9, Daudkandi, Bangladesh"
ChIJPVEurYpRVDcRatjgZGxItQM,Bouriyakuri Shad Hotel & Restaurant,23.5329936,90.7270482,5,2.0,,"GPMG+5RM, Daudkandi, Bangladesh"
ChIJJdwdu_xRVDcRwi2N3jXRM0A,"নিরিবিলি রেস্তোরাঁ,দাউদকান্দি",23.5366437,90.7198607,3.9,98.0,,"Nasir Chairman Bary, GPP9+MW5, Daudkandi Bazar Road, দাউদকান্দি, Bangladesh"
ChIJB9S9LINRVDcRk-esla2Mhbw,ভাই ভাই নিরিবিলী রেস্টুরেন্ট,23.530729,90.7181439,0,,,"Bhazra chuker badri, GPJ9+746 Md muktar husen chuker, দাউদকান্দি, Bangladesh"
ChIJ_Yw3wW9RVDcRgbimRHtak60,Chillers Cafe,23.5336538,90.7244925,0,,,"Sundalpur Bazar, Dashpara, দাউদকান্দি 3518, Bangladesh"
ChIJH8G_dR9RVDcRuLiGyT2rdnE,তাহের হোটেল এন্ড স্টোর,23.5332055,90.7264438,3.5,2.0,,"GPMG+7HP, Daudkandi, Bangladesh"
ChIJSx_RgexRVDcRFSooe3RO07I,Mayer dowa hotel,23.5305539,90.7318418,0,,,"GPJJ+6P4, Daudkandi, Bangladesh"
ChIJMWzXfg9pVDcRo8Duu_pmssE,Green cuffe,23.6163214,90.9743951,4.5,4.0,,"JX8F+GQC, Cumilla - Sylhet Hwy, Debidwar, Bangladesh"
ChIJPaqUM-JpVDcR-xQLqQppDMw,হুমায়ুন হাজারী ভর্তা হোটেল,23.6125204,90.98069919999999,4,1.0,,"JX7J+295, Debidwar, Bangladesh"
ChIJgczXeq9pVDcRYT7jdj9lZNw,Al-Amin,23.6115417,90.97723049999999,0,,,"JX6G+JV9, Debidwar, Bangladesh"
ChIJaRMxRelpVDcRJEWdjaMq7XM,ছাবরিয়া হোটেল,23.6115417,90.97723049999999,4.5,2.0,,"JX6G+JV9, Debidwar Pourashava, Bangladesh"
ChIJZ7QlwdVpVDcRETcglkFqJ3o,Red heart,23.611399,90.977357,4,1.0,,"JX6G+HW5, Debidwar, Bangladesh"
ChIJQeVB5pZ_VDcRSXhKVaWJ07Y,Sandu Hotel & Restaurant (TomsomBridge) Branch,23.4510031,91.1790218,4,136.0,,"Tomsom Bridge, 931 Laksham Rd, Comilla, Bangladesh"
ChIJ182eEQB_VDcRzr4rcpS_iso,Luck,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJO8ZGwXB_VDcRrL-uz7uUNbg,Kalam Ahmed,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJF-hDVhJ_VDcRU_6cwinwR-0,সুলতান বিরিয়ানি হাউজ,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJDwraMAB_VDcRCg8Fhdz7jUM,Food Park Restaura,23.4502511,91.18511049999999,5,3.0,,"F52P+423, Cumilla Epz Rd, Comilla, Bangladesh"
ChIJT_7uEyx_VDcRiIAjoMfSUXg,Time’s Square,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJleBoEAB_VDcRUdqiQzFz55o,Md:Mamun,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJa288sw1_VDcRgeNMnorq_Y4,রুনেল,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJycRdvjJ_VDcRvQm17aU21CQ,Kingfisher bangla & chinese party centre,23.449483,91.1840186,3.7,356.0,2.0,"Epz gate, 1 medical road, কুমিল্লা, Bangladesh"
ChIJo4M-rI9_VDcR6Gj9WF6fGR4,HUNGRY ENGINE,23.4497032,91.1834234,4.3,18.0,,"Uttar ashrufpur halua para moshjid, opposite of AB food and best buy, Comilla 3500, Bangladesh"
ChIJQ-OeQi9_VDcRAZxMx4I4nxY,Kabab Station,23.4494608,91.17968239999999,4.1,490.0,2.0,"Thomson Bridge, Thomson , Comilla Branch, কুমিল্লা 3500, Bangladesh"
ChIJea3brCJ_VDcRs0ncZ99P79c,AB Food,23.4499688,91.18347639999999,3.7,162.0,,"Doctor Akhtar Hameed Khan Road, C5XM+X9Q, North Ashrafpur, Comilla 3500, Bangladesh"
ChIJvVCIYT5_VDcRBM08DFiVqbE,Bismilallah Birani and Coffee House,23.4521401,91.1889851,4,3.0,,"Beside Thirapokor Phar Jame Mosjid, Dokkin Cortha, F52Q+VJ2, Comilla 3500, Bangladesh"
ChIJO5RGqyJ_VDcRSKA23dx9R3o,Khushbo Food Valley,23.4496619,91.18311609999999,4.5,14.0,1.0,"Jame Masjid Road, Uttor Ashrafpur, Comilla, Bangladesh"
ChIJHyjmGfB_VDcRuLmq79rXbl0,"Hirajheel Restaurant, Cumilla",23.456,91.18007790000001,4,18.0,,"F54J+93R, Laksham Rd, Comilla, Bangladesh"
ChIJ-7eKawB_VDcRyAVDCmerJCg,রুচি বিলাস,23.4513123,91.1829479,4,1.0,,"1 Abdur Rahman Khandakar Road, Comilla, Bangladesh"
ChIJL0WNPQB_VDcRWDHdytMFdD8,ময়নাল মাস্টারের বাড়ি,23.4498326,91.18466219999999,0,,,"C5XM+WVM chandpara, comilla, Bangladesh"
ChIJnenJKQB_VDcRyYpkc2kXL7E,Pizza Live Station,23.4496522,91.18287339999999,4.5,14.0,,"Dr, Dr Akhtar Hameed Khan Rd, Comilla 3560, Bangladesh"
ChIJs2A3GQB_VDcRk7lRMKc8odE,ফ্রেন্ডস রেষ্টুরেন্ট এন্ড কাবাব হাউজ,23.4498326,91.18466219999999,0,,,"C5XM+WVM মুন্সির হাট পশ্চিম বাজার চোদ্দৌ গ্রাম, Comilla, Bangladesh"
ChIJGSvyyQx_VDcRwTlJYIO35AA,মোহাম্মদি বিরিয়ানি হাউজ,23.4534396,91.1829896,5,1.0,,"F53M+955, আব্দুর রহমান খন্দকার রোড, Comilla 3500, Bangladesh"
ChIJD87hJQB_VDcRJMxwcfHJ1l0,FOOD STATION,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJEUOx1sN_VDcRss6kKgXZX8g,নিউ হিরাঝিল 2 রেস্তোরা এন্ড পার্টি সেন্টার,23.4496512,91.18344809999999,5,4.0,,"1no EPZ 2nd Gate Rd, Comilla, Bangladesh"
ChIJ3z45dhJ_VDcR5uaYty1urx4,Arab Restaurant and Chinese,23.449768,91.1787688,3.6,144.0,,"2nd Floor, Laksham Rd, Comilla 3500, Bangladesh"
ChIJl4wRJj5_VDcRD1yIun_YCak,Al Khayer Hotel & Restaurant,23.4496057,91.1898511,4.5,2.0,,"Beside Dhulipara Jame Mosjid, Medical College Road, Dhulipara, C5XQ+RWX, Comilla 3500, Bangladesh"
ChIJKxlgBSJ_VDcRulefpFIB2_8,Bogdad Hotel,23.4500186,91.1790508,4.2,12.0,,"Cumilla 3500, Bangladesh"
ChIJNYLAZz1_VDcRTum7M9tzslQ,Hotel Protidin,23.4500986,91.1845996,3.6,33.0,1.0,"Dr Akhtar Hameed Khan Rd, F52M+2RQ, EPZ Gate, Comilla 3500, Bangladesh"
ChIJYWVfpSJ_VDcRTLRPabmxJIw,Hotel Rojoni Gondha,23.4500063,91.1827026,4,2.0,,"Near Tomchom Bridge , A.K. Khondokar Road E.P.Z Road, F52M+234, Comilla 3500, Bangladesh"
ChIJV93ecSR_VDcRBYsDuQ04bJo,Salahuddin Hotel and Restaurant,23.4559985,91.18007750000001,3.8,833.0,2.0,"F54J+92V, Laksham Rd, Comilla 3500, Bangladesh"
ChIJY0G3Y0Z_VDcRjGx-aQeNv20,Pizzarello’s,23.4563199,91.1824913,4.6,31.0,,"In front Comilla government Women's college Monohorpur, shodor hospital rode, Comilla 3500, Bangladesh"
ChIJraOY7z9_VDcRIFPXQobvFsk,Pizza Dot,23.4500227,91.1918932,4,533.0,2.0,"Ground Floor, Opposite Of Green House Nursery, 460/2 Dr Akhtar Hameed Khan Rd, Comilla 3500, Bangladesh"
ChIJW4FbXT1_VDcRuJhmXADeg1U,Hotel Mayer Doa,23.4500026,91.18447789999999,4,3.0,,"1 No EPZ Gate, EPZ Road, Comilla 3500, Bangladesh"
ChIJ0daPWY5_VDcRFXy9r-hEw3I,OASIS Hotel,23.451442,91.17884099999999,4.1,527.0,,"931 Laksham Rd, Comilla 3501, Bangladesh"
ChIJjSfKZz1_VDcRTbqZWIZTsms,Shah Abdullah Gazipuri Hotel,23.4499851,91.1846365,3,4.0,,"EPZ 1 No Gate, EPZ Road, Comilla 3500, Bangladesh"
ChIJm0oQaDt_VDcRlKKQWtWXuFg,Oli Khabar Hotel,23.4560514,91.1846611,4.2,6.0,,"South Chortha, Choumohuni, Chortha Choumohuni, F54M+CVC, Comilla 3500, Bangladesh"
ChIJ54V8vCR_VDcRooxknaySEww,Shahin Hotel And Restaurant,23.4562459,91.18237429999999,3.4,5.0,,"Beside Mohila College, Mohila College Road, Monohorpur, F54J+FWX, Comilla 3500, Bangladesh"
ChIJ3SW9JB9_VDcRxWwsXOlbTTM,Abdul Malek Hotel & Restaurant,23.4469431,91.1776122,3,2.0,,"Maddom Ashrafpur Mazer Gate, Laksam Road, omchom, C5WH+R36, Bridge, Comilla 3500, Bangladesh"
ChIJ3Vun7i5_VDcRqMghXPGh1d8,Tasty Treat - Cumilla EPZ,23.4500189,91.1840383,3.8,57.0,2.0,"উত্তর আশরাফপুর, ইপিজেড ১নং গেইট, মেডিকেল রোড, Comilla 3500, Bangladesh"
ChIJL0WNPQB_VDcRWDHdytMFdD8,ময়নাল মাস্টারের বাড়ি,23.4498326,91.18466219999999,0,,,"C5XM+WVM chandpara, comilla, Bangladesh"
ChIJQeVB5pZ_VDcRSXhKVaWJ07Y,Sandu Hotel & Restaurant (TomsomBridge) Branch,23.4510031,91.1790218,4,136.0,,"Tomsom Bridge, 931 Laksham Rd, Comilla, Bangladesh"
ChIJDwraMAB_VDcRCg8Fhdz7jUM,Food Park Restaura,23.4502511,91.18511049999999,5,3.0,,"F52P+423, Cumilla Epz Rd, Comilla, Bangladesh"
ChIJF-hDVhJ_VDcRU_6cwinwR-0,সুলতান বিরিয়ানি হাউজ,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJHyjmGfB_VDcRuLmq79rXbl0,"Hirajheel Restaurant, Cumilla",23.456,91.18007790000001,4,18.0,,"F54J+93R, Laksham Rd, Comilla, Bangladesh"
ChIJa288sw1_VDcRgeNMnorq_Y4,রুনেল,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJD87hJQB_VDcRJMxwcfHJ1l0,FOOD STATION,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJ182eEQB_VDcRzr4rcpS_iso,Luck,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJleBoEAB_VDcRUdqiQzFz55o,Md:Mamun,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJQ-OeQi9_VDcRAZxMx4I4nxY,Kabab Station,23.4494608,91.17968239999999,4.1,490.0,2.0,"Thomson Bridge, Thomson , Comilla Branch, কুমিল্লা 3500, Bangladesh"
ChIJycRdvjJ_VDcRvQm17aU21CQ,Kingfisher bangla & chinese party centre,23.449483,91.1840186,3.7,356.0,2.0,"Epz gate, 1 medical road, কুমিল্লা, Bangladesh"
ChIJO8ZGwXB_VDcRrL-uz7uUNbg,Kalam Ahmed,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJGSvyyQx_VDcRwTlJYIO35AA,মোহাম্মদি বিরিয়ানি হাউজ,23.4534396,91.1829896,5,1.0,,"F53M+955, আব্দুর রহমান খন্দকার রোড, Comilla 3500, Bangladesh"
ChIJ-7eKawB_VDcRyAVDCmerJCg,রুচি বিলাস,23.4513123,91.1829479,4,1.0,,"1 Abdur Rahman Khandakar Road, Comilla, Bangladesh"
ChIJO5RGqyJ_VDcRSKA23dx9R3o,Khushbo Food Valley,23.4496619,91.18311609999999,4.5,14.0,1.0,"Jame Masjid Road, Uttor Ashrafpur, Comilla, Bangladesh"
ChIJT_7uEyx_VDcRiIAjoMfSUXg,Time’s Square,23.4498326,91.18466219999999,0,,,"C5XM+WVM, Cumilla, Bangladesh"
ChIJEUOx1sN_VDcRss6kKgXZX8g,নিউ হিরাঝিল 2 রেস্তোরা এন্ড পার্টি সেন্টার,23.4496512,91.18344809999999,5,4.0,,"1no EPZ 2nd Gate Rd, Comilla, Bangladesh"
ChIJnenJKQB_VDcRyYpkc2kXL7E,Pizza Live Station,23.4496522,91.18287339999999,4.5,14.0,,"Dr, Dr Akhtar Hameed Khan Rd, Comilla 3560, Bangladesh"
ChIJo4M-rI9_VDcR6Gj9WF6fGR4,HUNGRY ENGINE,23.4497032,91.1834234,4.3,18.0,,"Uttar ashrufpur halua para moshjid, opposite of AB food and best buy, Comilla 3500, Bangladesh"
ChIJvVCIYT5_VDcRBM08DFiVqbE,Bismilallah Birani and Coffee House,23.4521401,91.1889851,4,3.0,,"Beside Thirapokor Phar Jame Mosjid, Dokkin Cortha, F52Q+VJ2, Comilla 3500, Bangladesh"
ChIJea3brCJ_VDcRs0ncZ99P79c,AB Food,23.4499688,91.18347639999999,3.7,162.0,,"Doctor Akhtar Hameed Khan Road, C5XM+X9Q, North Ashrafpur, Comilla 3500, Bangladesh"
